Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
itel,itel,Cold,insurance,890,insurance,,http://www.itelinc.com,http://www.linkedin.com/company/itel-laboratories-inc,,,6676 Corporate Center Pkwy,Jacksonville,Florida,United States,32216,"6676 Corporate Center Pkwy, Jacksonville, Florida, United States, 32216","flooring testing, siding & roofing matching, flooring pricing, material analysis, asbestos analysis, cabinet analysis",'+1 904-519-8296,"itel provides building material pricing, matching, and expert reparability analysis to streamline the property process for everyone.","Salesforce, Outlook, Shopify, StatusPage IO, Emma, Google Tag Manager, reCAPTCHA, Mobile Friendly, YouTube, WordPress.org, Gravity Forms, Google Play, DoubleClick, iTunes, Remote",,,,,6000000,,675e5cbb78d7a801b0bcc34f,5990,"We optimize the claims experience and deliver trusted solutions using data, technology, expert analysis, and people.",1993,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675348086a9ec10001042cc0/picture
IMG (International Medical Group),IMG,Cold,insurance,550,insurance,,http://www.imglobal.com,http://www.linkedin.com/company/international-medical-group,https://www.facebook.com/IMGinsurance,https://twitter.com/imglobal,9200 Keystone Xing,Indianapolis,Indiana,United States,46240-2166,"9200 Keystone Xing, Indianapolis, Indiana, United States, 46240-2166","international medical insurance, travel insurance, medical evacuation, assistance services, medical management, stop loss insurance, cost containment, corporate group insurance, marine crews, missions organizations, international students, and expatriates",'+1 317-655-4500,"Get quotes on travel medical insurance, international health insurance, and trip insurance. Experience more and worry less with International Medical Group.","Route 53, Outlook, Pardot, Microsoft Office 365, Zendesk, Amazon AWS, Datadog, Salesforce, Optimizely, Disqus, Google AdWords Conversion, Multilingual, Stripe, YouTube, HasOffers, Typekit, Google Analytics, reCAPTCHA, Vimeo, Facebook Login (Connect), LivePerson Monitor, AppNexus, Zanox, Facebook Custom Audiences, Trustpilot, Bootstrap Framework, GoDaddy Verified, Mobile Friendly, Google translate widget, AngularJS, Plista, Google Tag Manager, Bing Ads, Google Font API, Google AdSense, SaleCycle, Sizmek (MediaMind), Facebook Widget, Sojern, DoubleClick, Google Dynamic Remarketing, Google translate API, DoubleClick Conversion, Adform, The Trade Desk, Linkshare, Google Play",,,,,70000000,1,675e5cc478d7a801b0bcc38f,6321,"International Medical Group® (IMG®), a SiriusPoint company, is an award-winning global insurance benefits and assistance services company that has served millions of members worldwide since its founding in 1990. The preeminent provider of travel and health safety solutions, IMG offers a wide range of insurance programs, including international private medical insurance, travel medical insurance, and travel insurance, as well as enterprise services, including insurance administrative services and 24/7 emergency medical, security, and travel assistance. IMG's world-class services, combined with an extensive product portfolio, provide Global Peace of Mind® for travelers, students, missionaries, marine crews, and any other individuals or groups traveling, working, or living away from home.",1990,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6752eed2e8acc50001e1a183/picture
Capital Blue Cross,Capital Blue Cross,Cold,insurance,1900,insurance,,http://www.capbluecross.com,http://www.linkedin.com/company/capital-blue-cross,https://www.facebook.com/Capbluecross/,https://twitter.com/capbluecross,2500 Elmerton Avenue,Harrisburg,Pennsylvania,United States,17177,"2500 Elmerton Avenue, Harrisburg, Pennsylvania, United States, 17177","medical health insurance, dental insurance, vision insurance, life insurance, aso, stop loss, posthealth care reform, aca expertise, employer wellness programs",'+1 800-962-2242,"Explore individual and family health insurance plans from Capital Blue Cross, serving 21 counties in Central Pennsylvania.","Constant Contact, Microsoft Office 365, Salesforce, iCIMS, Linkedin Marketing Solutions, Bing Ads, Bootstrap Framework, Google Font API, Cedexis Radar, Mobile Friendly, Nginx, Citrix NetScaler, The Trade Desk, Vimeo, Facebook Login (Connect), Monetate, DoubleClick, DoubleClick Conversion, IBM Websphere, Google Tag Manager, FullStory, reCAPTCHA, Google Analytics, Qualtrics, Google Play, MotionPoint, Google Dynamic Remarketing, Facebook Custom Audiences, Adobe Media Optimizer, Facebook Widget, Render, Sigma",,,,,1500000000,,675e5cc478d7a801b0bcc391,"6321, 6199","Sanitas is a Pennsylvania-based health insurance company that provides health plans, Medicare, and life insurance services for individuals.",1938,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675d6e900c842a00011d19e4/picture
Conner Strong & Buckelew,Conner Strong & Buckelew,Cold,insurance,540,insurance,,http://www.connerstrong.com,http://www.linkedin.com/company/connerstrong&buckelew,https://www.facebook.com/connerstrongbuckelew/,https://twitter.com/connerstrong,2 Cooper St,Camden,New Jersey,United States,08102,"2 Cooper St, Camden, New Jersey, United States, 08102","insurance, risk management, employee benefits, surety bonds, alternative risk solutions, captives, safety consulting, claims management, cyber risk, executive risk management, global risk management, private exchanges, pharmacy & pbm management",'+1 877-861-3220,"At Conner Strong & Buckelew we’re not just insurance and benefits brokers - we’re business experts. Our experts boast hundreds of years of combined experience working for and in the industries we serve. We sift through your unique risks and benefits needs, and we turn those into unique opportunities to strengthen your employees and your organization.","Mailchimp Mandrill, Outlook, Hubspot, WP Engine, Salesforce, WordPress.org, Google Tag Manager, reCAPTCHA, Google Analytics, YouTube, Mobile Friendly, Gravity Forms, AI, Sigma",,,,,408000000,,675e5cc478d7a801b0bcc392,"6411, 6321, 6199","Conner Strong & Buckelew is one of America's largest and most admired insurance brokerage, employee benefits and risk management consulting firms. We are an industry leader in providing businesses with comprehensive solutions to prevent losses, manage claims, support employee populations and drive growth — and we are committed to delivering unmatched results and service to our clients. 

An autonomously operated member of insurance brokerage holding company, BroadStreet Partners, Conner Strong & Buckelew is a private firm with roots tracing back to 1959. Collectively with BroadStreet we are among the top 15 brokerages in the United States.

We serve clients throughout the U.S. and abroad across a wide range of businesses, including high-risk industries. Our specialty practices include Aviation, Construction, Construction Wrap-ups, Education, Healthcare & Social Services, Hospitality & Gaming, Life Sciences, Manufacturing, Professional & Financial Services, Public Entity, Real Estate, Technology and more. 

Conner Strong & Buckelew's commitment to delivering world-class customer service has led to a Net Promoter Score (NPS) of 92 — more than triple the insurance industry average. NPS is a global standard for measuring customer satisfaction and loyalty. 

We are also widely recognized as a passionate community contributor, volunteering thousands of hours and donating to hundreds of organizations every year. We strive to improve youth education, fund disease research, support arts and culture and lend a hand to those in need.",1959,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675c89876e37b60001375838/picture
James River Insurance Company,James River Insurance Company,Cold,insurance,540,insurance,,http://www.jrvrgroup.com,http://www.linkedin.com/company/james-river-insurance-company,,https://twitter.com/jamesriverins,6641 West Broad Street,Richmond,Virginia,United States,23230,"6641 West Broad Street, Richmond, Virginia, United States, 23230","manufacturers, contractors, general casualty, excess casualty, excess property, life sciences, sports, entertainment, allied healthcare, contract binding, energy, environmental, hired, nonowned auto, professional liability, small accounts casualty",'+1 804-289-2700,"James River Group Holdings, Ltd. endeavors to generate compelling returns on tangible equity, while limiting underwriting and investment volatility. Learn more...","DNS Made Easy, Outlook, Microsoft Office 365, Hubspot, Drupal, Google Tag Manager, Formstack, Mobile Friendly, New Relic, DotNetNuke, Remote, Basis, AI",310992000,Other,231000000,2014-12-01,810000000,,675e5cc478d7a801b0bcc394,"6321, 6199","James River® is a specialty insurer operating on an Excess & Surplus Lines basis in all fifty states and D.C. Since 2003, James River has provided thousands of commercial customers with creative solutions for their business insurance needs.

No two businesses are the same. At James River each submission is reviewed individually. The company operates primarily in a brokerage model working only with specifically authorized surplus lines brokers. James River's underwriting approach is characterized by a wide risk appetite and our ability to create insurance solutions for both low and higher hazard businesses, many that other underwriters simply decline. We are true E&S underwriters. We strive to provide excellent service and to treat our clients as we would like to be treated.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67546789e2cd6c000120cf7e/picture
Trustmark,Trustmark,Cold,insurance,1500,insurance,,http://www.trustmarkbenefits.com,http://www.linkedin.com/company/trustmark-benefits,https://facebook.com/trustmarkcompanies,https://twitter.com/Trustmark,400 North Field Drive,Lake Forest,Illinois,United States,60045,"400 North Field Drive, Lake Forest, Illinois, United States, 60045","payrolldeducted voluntary benefits, selffunded health plans, group medical benefits, benefits administration, employee benefits, employee engagement, small group health plans, insurance, sales",'+1 847-615-1500,,"Salesforce, Mailchimp Mandrill, Constant Contact, Outlook, Microsoft Office 365, Citrix NetScaler, Google AdWords Conversion, Linkedin Marketing Solutions, Mobile Friendly, Lucky Orange, Google Tag Manager, DoubleClick Floodlight, Google Analytics, Google Font API",,,,,941892000,,675e5ccc78d7a801b0bcc3c3,,"Trustmark is a national employee benefits company offering specialized expertise in voluntary benefits, self-funded health benefit plan design and administration, and employee health and fitness programs that drive results through human and virtual connection. Trustmark offers employers access to benefit options usually reserved for large companies, combined with the personal service you'd expect from a small company. Trustmark's commitment to building long-term, trusted relationships helps people and businesses thrive.  

•	Trustmark Voluntary Benefits provides valuable life, hospital, accident, disability and critical illness insurance designed to fit changing needs based on life stage or financial priorities. Trustmark helps educate employees and provides resources to help communicate the value of benefits and other important company initiatives. To learn more, visit TrustmarkVB.com.

•	Trustmark Health Benefits is a total benefits solution for mid-sized and large self-funded employers. As one of the nation's largest independent benefits administrators, we help our clients manage costs without compromising care by offering innovative solutions, flexibility, and complete data transparency for our clients. To learn more, visit TrustmarkHB.com.

•	Trustmark Small Business Benefits® level-funded solutions allow small to mid-size employers to provide affordable health benefits to employees. Available to groups with five or more employees along with simplified underwriting for 51 or more enrolled employees, our comprehensive self-funded plan designs and services help empower clients to be smarter healthcare consumers. To learn more, visit TrustmarkSB.com.

•	HealthFitness is a comprehensive wellbeing provider that delivers wellness, fitness and injury prevention programs. To learn more, visit Healthfitness.com.",1913,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6752e8d83207ff000162deaf/picture
EyeMed Vision Care,EyeMed Vision Care,Cold,insurance,570,insurance,,http://www.eyemed.com,http://www.linkedin.com/company/eyemed-vision-care,https://facebook.com/eyemedvision/,https://twitter.com/EyeMedVision,4000 Luxottica Pl,Mason,Ohio,United States,45040,"4000 Luxottica Pl, Mason, Ohio, United States, 45040",vision benefits,'+1 513-765-6000,"Affordable vision coverage for eye exams, eyeglasses and contact lenses. Save on employee vision benefits, and individual and family vision insurance plans.","Akamai, Microsoft Office 365, Outlook, Bluekai, Adobe Marketing Cloud, VueJS, WP Engine, Salesforce, Genesys, Genesys Cloud CX Platform, YouTube, Google Analytics, Sizmek (MediaMind), Facebook Custom Audiences, Facebook Widget, Google Play, WordPress.org, Vimeo, Apache, Mobile Friendly, Google Tag Manager, Facebook Login (Connect), Google Maps (Non Paid Users), Google Dynamic Remarketing, IBM Websphere, Websystem2/3, Google Maps, DoubleClick Conversion, 4PatientCare, DoubleClick, AppointmentPlus, Google Font API, Multilingual, Google AdWords Conversion, IoT, SharePoint, Flutter, Android, Python, Node.js",,,,,170000000,,675e5cd578d7a801b0bcc3e6,6321,"EyeMed Vision Care is a leader in vision insurance benefits. We deliver stand-out vision benefits centered around an outstanding member experience. EyeMed boasts America's largest vision network with a diverse network of independent ODs, retail and online providers. No wonder 99% of clients agree we deliver value, that's why nearly 98% of EyeMed members use their benefits in network. EyeMed is a Top-Tier Partner of the OneSight EssilorLuxottica foundation, a registered charitable organization that helps create access to vision care for people in need globally. EyeMed is based in Cincinnati, Ohio. Learn more at eyemed.com",1988,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675607d11d5a0d00015b5cda/picture
ICW Group,ICW Group,Cold,insurance,1200,insurance,,http://www.icwgroup.com,http://www.linkedin.com/company/icw-group,https://www.facebook.com/ICWGroup,https://twitter.com/ICWGroup,15025 Innovation Drive,San Diego,California,United States,92128,"15025 Innovation Drive, San Diego, California, United States, 92128","workers compensation insurance, earthquake insurance, claim services, risk management, fraud investigation, independent insurance agents, reinsurance, workplace safety, work comp fraud prevention, telemedicine, personalized risk assessments, career opportunities, commercial insurance",'+1 800-877-1111,"ICW Group is a national, multi-line Property & Casualty insurance carrier offering workers’ compensation, catastrophe and assumed reinsurance coverage nationwide.","Route 53, Microsoft Office 365, Amazon AWS, Outlook, Pardot, Amazon SES, Atlassian Cloud, Angular JS v1, Salesforce, DoubleClick, Mobile Friendly, Google Tag Manager, Google Dynamic Remarketing, YouTube, GoToWebinar, Gravity Forms, Google Font API, Facebook Custom Audiences, Hotjar, Walkme, DoubleClick Conversion, Facebook Login (Connect), Workday Recruit, Apache, Facebook Widget, Google Analytics, Linkedin Marketing Solutions, WordPress.org, Render",,,,,1300000000,,675e5cd578d7a801b0bcc3ee,"6162, 6321, 6199","Thank you for visiting ICW Group Insurance Companies, a leading national group of property & casualty insurance carriers offering a range of product offerings, including workers' compensation, catastrophe, and assumed reinsurance. Our mission is to create the best insurance experience possible. 
 
ICW Group is headquartered in San Diego, and has branch offices across the United States. Learn more about our company at http://www.icwgroup.com.
 
You can also connect with us at:
Articles and Insights: https://blog.icwgroup.com/
Become an Agent: www.icwgroup.com/join/
Twitter: @ICWGroup
YouTube:  www.youtube.com/ICWGroup
Facebook: www.facebook.com/ICWGroup",1972,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6758e1477c000f0001cd04b1/picture
UFG Insurance,UFG Insurance,Cold,insurance,1000,insurance,,http://www.ufginsurance.com,http://www.linkedin.com/company/ufginsurance,https://www.facebook.com/UFGInsurance/,https://twitter.com/ufginsurance/,118 2nd Avenue Southeast,Cedar Rapids,Iowa,United States,52401,"118 2nd Avenue Southeast, Cedar Rapids, Iowa, United States, 52401",small business insurance,'+1 800-553-7937,"Founded in 1946, UFG Insurance is a financially strong and nationally recognized, multi-billion-dollar insurance company.","DNS Made Easy, Microsoft Office 365, Mailchimp Mandrill, Constant Contact, Mimecast, Outlook, Facebook Custom Audiences, Facebook Login (Connect), DoubleClick, UltiPro, Linkedin Marketing Solutions, Microsoft-IIS, Mobile Friendly, Google Font API, Bing Ads, New Relic, Stripe, ASP.NET, Google AdWords Conversion, Google Maps, FullStory, Bootstrap Framework, DoubleClick Conversion, Google Dynamic Remarketing, Vimeo, Google Analytics, Google Maps (Non Paid Users), JQuery 1.11.1, Google Tag Manager, Facebook Widget, Ruxit, Remote",70000000,Debt Financing,70000000,2024-06-01,1160795000,,675e5ce678d7a802cfbc55cd,,"Founded in 1946 as United Fire & Casualty Company, UFG Insurance (Nasdaq: UFCS) is engaged in the business of writing property and casualty insurance through its insurance company subsidiaries. Headquartered in Cedar Rapids, Iowa, UFG is licensed as a property and casualty insurer in 50 states, plus the District of Columbia, and is represented by approximately 1,000 independent agencies. A.M. Best Company assigns a financial strength rating of ""A-"" (Excellent) for the members of United Fire & Casualty Group, with a stable outlook, reflecting long-term balance sheet strength.",1946,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675d444de765f900012b5d62/picture
"Captive Resources, LLC",Captive Resources,Cold,insurance,470,insurance,,http://www.captiveresources.com,http://www.linkedin.com/company/captive-resources-llc,https://www.facebook.com/Captive-Resources-LLC-187057218013112,https://twitter.com/CaptiveResLLC,1100 Arlington Heights Rd,Itasca,Illinois,United States,60143,"1100 Arlington Heights Rd, Itasca, Illinois, United States, 60143","insurance, captive insurance, risk managment, safety",'+1 847-469-9510,Learn how joining a member-owned group captive insurance company can help your business take control of premiums & improve workplace safety.,"ElasticEmail, Mimecast, Outlook, Microsoft Office 365, DigitalOcean, Hubspot, Flywheel, React, WordPress.org, OpenX - Exchange, DoubleClick Conversion, Mobile Friendly, UltiPro, DoubleClick, LiveRamp, Linkedin Marketing Solutions, Google Tag Manager, Sugar CRM, Google Dynamic Remarketing, Google Analytics, YouTube, CallRail, Remote",,,,,23000000,,675e5ce678d7a802cfbc55cf,7380,"For four decades, Captive Resources has provided mid-market companies the ability to become insurance company owners rather than insurance buyers and to lower their total cost of risk. We do this through the creation, development, and oversight of member-owned group captive insurance companies. 

Captive Resources currently advises 46 casualty and medical stop loss group captives comprised of nearly 7,000 member-companies and $4.5 billion in annual premium. We support every aspect of the captives we advise, from claims advocacy to operational oversight, risk management, financial services, regulatory compliance, investment services, and more. In addition, Captive Resources has two subsidiaries: Kensington Management Group, Ltd., a full-service captive management firm, and Edgewater Actuarial Insights, LLC, an independent actuarial and management consulting firm servicing the specialized actuarial needs of the captive insurance industry.

Statement on Diversity, Equity, and Inclusion: At Captive Resources, we believe that our colleagues deserve fairness, respect, inclusivity, and belonging. We encourage different perspectives, unique ways of thinking, fearless collaboration, and positive communication. Our differences have made us strong and successful, and we embrace diversity, equity, and inclusion. We celebrate our people every day because they are the heart of our company. 

Captive Resources is proud to be an Equal Opportunity Employer. We prohibit discrimination in employment with respect to any term or condition of employment, including hiring, compensation, advancement, discipline, or termination for our applicants and colleagues.",1986,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6757f677bdd33f0001efe285/picture
VIP Universal Medical Insurance Group (VUMI),VIP Universal Medical Insurance Group,Cold,insurance,490,insurance,,http://www.vumigroup.com,http://www.linkedin.com/company/vumigroupinsurance,https://www.facebook.com/VUMIGroup,https://twitter.com/vumigroup,5301 Blue Lagoon Dr,Miami,Florida,United States,33126-2093,"5301 Blue Lagoon Dr, Miami, Florida, United States, 33126-2093","health insurance products, medical referrals, access to top medical care, vip medical services, international health insurance, global health insurance",'+1 214-276-6376,,"Mailchimp Mandrill, Rackspace MailGun, Outlook, Zendesk, Atlassian Cloud, WordPress.org, Gravity Forms, YouTube, Google Play, Bootstrap Framework, Google Font API, Google Tag Manager, Mobile Friendly, Nginx, Google Analytics, Multilingual, Remote",,,,,5769000,,675e5cf778d7a802cfbc560a,6411,"VIP Universal Medical Insurance Group (VUMI®) is an international health insurance company offering exclusive major medical insurance products and
VIP medical services to private and corporate clients around the world.

VUMI's extensive variety of plans offers insureds a
holistic approach to international healthcare. All plans come with our exclusive VIP Medical Service®, which includes access to the Second Medical Opinion VIP®, global telemedicine and at-home doctor visits

VUMI® has offices around the world, including the United States, Canada, United Arab Emirates and
Latin America.

VUMI® is privately owned and part of a global healthcare management
group with 35 years of experience in the industry. The group has more than 590 employees of various nationalities worldwide.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675d18d7b7bbae0001e1cb83/picture
Amerisure Insurance,Amerisure Insurance,Cold,insurance,850,insurance,,http://www.amerisure.com,http://www.linkedin.com/company/amerisure-insurance,https://www.facebook.com/AmerisureInsurance/,https://twitter.com/amerisuresocial,26777 Halsted Road,Farmington Hills,Michigan,United States,48331,"26777 Halsted Road, Farmington Hills, Michigan, United States, 48331","workers compensation, commercial insurance, property insurance, commercial automobile insurance, general liability insurance",'+1 800-257-1900,"Through industry-leading service, Amerisure provides customized plans to improve our policyholders’ business operations and help reduce losses.","DNS Made Easy, Constant Contact, Outlook, SharpSpring, Atlassian Cloud, Active Campaign, Webflow, Salesforce, Perfect Audience, Google Analytics, Workday Recruit, WordPress.org, ASP.NET, Gravity Forms, AppNexus, Microsoft-IIS, Vimeo, Google Maps, Google Maps (Non Paid Users), Facebook Widget, YouTube, Mobile Friendly, Facebook Login (Connect), Google Font API, Google Tag Manager, Linkedin Marketing Solutions, Facebook Custom Audiences, Bootstrap Framework, Remote, AI",,,,,500000000,,675e5cf778d7a802cfbc560b,"6321, 6199","Amerisure Insurance Company's continuous strength and success are the result of an unwavering commitment to service. Since 1912, Amerisure has worked tirelessly to make America's workplaces safer. Our expertise is providing business insurance solutions to the manufacturing, construction, healthcare, and wholesale & distribution industries.

At the core of our ongoing commitment is a partnership-based strategy that emphasizes a dedicated team-oriented approach to serving our customers. We believe extraordinary value is created when exceptional people collaborate. When you partner with Amerisure through one of our agencies, you will experience the Amerisure difference delivered personally by relationship focused professionals. 

As an ""A"" rated (Excellent) property and casualty insurance company licensed in 50 states, Amerisure provides a comprehensive line of insurance products to protect businesses focused in construction, manufacturing and healthcare through strategically located Core Service Centers. Our local teams deliver efficient, yet high-quality service to manage and resolve issues quickly.",1912,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6756d2f242ba8100017da8dd/picture
Kuvare Holdings,Kuvare Holdings,Cold,insurance,380,insurance,,http://www.kuvare.com,http://www.linkedin.com/company/kuvare-holdings,,,5600 N River Rd,Rosemont,Illinois,United States,60018-5102,"5600 N River Rd, Rosemont, Illinois, United States, 60018-5102",,441-543-9780,"Kuvare is reinventing retirement and insurance for the benefit of everyday Americans by providing confidence to consumers apprehensive about their retirement, and products and technology for the financial professionals who serve them.","Cloudflare DNS, Outlook, Zendesk, CloudFlare Hosting, Atlassian Cloud, Salesforce, Google Maps, Typekit, Mobile Friendly, Google Tag Manager, Gravity Forms, WordPress.org, reCAPTCHA, Google Font API, Google Analytics, Google Maps (Non Paid Users), Remote, AI",987150000,Other,651750000,2017-11-01,2780000,,675e5cf778d7a802cfbc5616,6411,"Kuvare is on a mission to serve hardworking consumers overwhelmed by the complexities of retirement and is built from the ground up to do so. Our unified financial hub protects the retirement of everyday Americans and the distributors, carriers and investors that serve them. We create life insurance and annuity products that protect consumers' retirements, and are simplified for distributor partners and financial professionals to sell and service.

Kuvare family of companies: 

Retail Annuity and Life Insurance Solutions: 
 - United Life Insurance Company
 - Guaranty Income Life Insurance Company
 - Lincoln Benefit Life 

Institutional Insurance: 
 - Kuvare Life Re

Bespoke Insurance Solutions: 
 - Ignite Partners",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675435a22818db0001d51619/picture
